,county,state,total_pop,white_male_pop,white_female_pop,racial_min_pop
2657,St. Croix County,Wisconsin,1147418,552012,544414,50992
2658,St. Francis County,Arkansas,270182,66522,48990,154670
2659,St. Francois County,Missouri,803830,384030,365882,53918
2660,St. Helena Parish,Louisiana,130430,30224,30274,69932
2661,St. James Parish,Louisiana,235670,59644,59622,116404
2662,St. John the Baptist Parish,Louisiana,492370,92512,92182,307676
2663,St. Johns County,Florida,3616190,1550968,1612818,452404
2664,St. Joseph County,Indiana,3276218,1271964,1317808,686446
2665,St. Joseph County,Michigan,731572,343566,339702,48304
2666,St. Landry Parish,Louisiana,981796,268100,277456,436240
2667,St. Lawrence County,New York,1289284,611992,598264,79028
2668,St. Louis County,Minnesota,2401692,1111292,1099768,190632
2669,St. Louis County,Missouri,11964694,3916830,4106856,3941008
2670,St. Louis city,Missouri,3487858,874744,847202,1765912
2671,St. Lucie County,Florida,4263446,1514972,1548448,1200026
2672,St. Martin Parish,Louisiana,617020,205272,207590,204158
2673,St. Mary Parish,Louisiana,577098,178876,179924,218298
2674,St. Mary's County,Maryland,1378814,539438,522084,317292
2675,St. Tammany Parish,Louisiana,3253356,1306814,1346184,600358
2676,Stafford County,Kansas,47918,22822,22208,2888
2677,Stafford County,Virginia,1948530,678100,649484,620946
2678,Stanislaus County,California,6646474,2724056,2737326,1185092
2679,Stanley County,South Dakota,36106,16234,15876,3996
2680,Stanly County,North Carolina,771514,322186,323188,126140
2681,Stanton County,Kansas,24554,10978,11174,2402
2682,Stanton County,Nebraska,69648,34116,32868,2664
2683,Stark County,Illinois,63886,30900,30338,2648
2684,Stark County,North Dakota,400324,189684,174990,35650
2685,Stark County,Ohio,4486886,1918828,2001836,566222
2686,Starke County,Indiana,280422,137180,135344,7898
2687,Starr County,Texas,792512,380250,400954,11308
2688,Staunton city,Virginia,310978,118312,139084,53582
2689,Ste. Genevieve County,Missouri,222666,109604,103586,9476
2690,Stearns County,Minnesota,1925244,826894,814548,283802
2691,Steele County,Minnesota,449190,208512,208988,31690
2692,Steele County,North Dakota,21398,10900,9742,756
2693,Stephens County,Georgia,323676,132188,140896,50592
2694,Stephens County,Oklahoma,521208,217372,227728,76108
2695,Stephens County,Texas,111712,55132,48000,8580
2696,Stephenson County,Illinois,527080,218624,228270,80186
2697,Sterling County,Texas,16642,7836,7758,1048
2698,Steuben County,Indiana,416144,205070,196450,14624
2699,Steuben County,New York,1113036,524574,527112,61350
2700,Stevens County,Kansas,62126,28798,29756,3572
2701,Stevens County,Minnesota,116736,55370,52014,9352
2702,Stevens County,Washington,573562,258472,253588,61502
2703,Stewart County,Georgia,59316,17718,7564,34034
2704,Stewart County,Tennessee,167584,78906,78014,10664
2705,Stillwater County,Montana,109744,53714,50994,5036
2706,Stoddard County,Missouri,342048,162888,166478,12682
2707,Stokes County,North Carolina,540446,247762,255578,37106
2708,Stone County,Arkansas,150388,72286,71912,6190
2709,Stone County,Mississippi,225606,89440,87490,48676
2710,Stone County,Missouri,382628,181946,185152,15530
2711,Stonewall County,Texas,14752,6532,6894,1326
2712,Storey County,Nevada,49594,23136,21624,4834
2713,Story County,Iowa,1201724,539232,501716,160776
2714,Strafford County,New Hampshire,1587544,719006,744566,123972
2715,Stutsman County,North Dakota,258696,122506,118220,17970
2716,Sublette County,Wyoming,105844,53064,47288,5492
2717,Suffolk County,Massachusetts,9453088,2846332,2946152,3660604
2718,Suffolk County,New York,18353288,7573252,7666350,3113686
2719,Suffolk city,Virginia,1176770,301100,296568,579102
2720,Sullivan County,Indiana,249430,122266,109368,17796
2721,Sullivan County,Missouri,70546,33362,31956,5228
2722,Sullivan County,New Hampshire,523268,249764,250326,23178
2723,Sullivan County,New York,954446,404446,385778,164222
2724,Sullivan County,Pennsylvania,70560,34570,32844,3146
2725,Sullivan County,Tennessee,1922562,887016,928654,106892
2726,Sully County,South Dakota,17604,8642,7772,1190
2727,Summers County,West Virginia,141224,61660,69470,10094
2728,Summit County,Colorado,372754,191214,157896,23644
2729,Summit County,Ohio,6459470,2443770,2533992,1481708
2730,Summit County,Utah,514420,249140,235170,30110
2731,Sumner County,Kansas,268264,126720,124416,17128
2732,Sumner County,Tennessee,2436796,1039772,1074618,322406
2733,Sumter County,Alabama,143466,18260,20058,105148
2734,Sumter County,Florida,1693584,740022,785596,167966
2735,Sumter County,Georgia,349838,74336,77232,198270
2736,Sumter County,South Carolina,1258366,300894,297540,659932
2737,Sunflower County,Mississippi,294964,40608,32462,221894
2738,Surry County,North Carolina,856980,388618,404654,63708
2739,Surry County,Virginia,78608,23096,21396,34116
2740,Susquehanna County,Pennsylvania,459066,225424,220438,13204
2741,Sussex County,Delaware,3031040,1219780,1298558,512702
2742,Sussex County,New Jersey,1746528,808944,802746,134838
2743,Sussex County,Virginia,129326,30586,25102,73638
2744,Sutter County,California,1187838,420154,423208,344476
2745,Sutton County,Texas,39518,18988,18508,2022
2746,Suwannee County,Florida,540364,231550,222756,86058
2747,Swain County,North Carolina,168360,50752,54312,63296
2748,Sweet Grass County,Montana,44558,21874,20526,2158
2749,Sweetwater County,Wyoming,499958,243434,225964,30560
2750,Swift County,Minnesota,117176,55670,54258,7248
2751,Swisher County,Texas,83316,37970,33430,11916
2752,Switzerland County,Indiana,118594,59764,55090,3740
2753,Talbot County,Georgia,68888,15096,14212,39580
2754,Talbot County,Maryland,454212,179158,195202,79852
2755,Taliaferro County,Georgia,19008,4042,3910,11056
2756,Talladega County,Alabama,974514,307278,317502,349734
2757,Tallahatchie County,Mississippi,143054,31224,25108,86722
2758,Tallapoosa County,Alabama,492002,172152,175042,144808
2759,Tama County,Iowa,202874,89298,87214,26362
2760,Taney County,Missouri,677410,306740,323672,46998
2761,Tangipahoa Parish,Louisiana,1633662,537628,546260,549774
2762,Taos County,New Mexico,414408,176536,183818,54054
2763,Tarrant County,Texas,25895896,9120024,9236076,7539796
2764,Tate County,Mississippi,339336,113232,114408,111696
2765,Tattnall County,Georgia,290654,103508,90722,96424
2766,Taylor County,Florida,258620,104504,93754,60362
2767,Taylor County,Georgia,93494,27602,28798,37094
2768,Taylor County,Iowa,70466,35232,33166,2068
2769,Taylor County,Kentucky,315994,140610,147778,27606
2770,Taylor County,Texas,1745104,723348,752578,269178
2771,Taylor County,West Virginia,198284,97650,93958,6676
2772,Taylor County,Wisconsin,240066,119626,114046,6394
2773,Tazewell County,Illinois,1566006,738084,755436,72486
2774,Tazewell County,Virginia,477116,221464,227258,28394
2775,Tehama County,California,783482,351568,351960,79954
2776,Telfair County,Georgia,143258,50174,35434,57650
2777,Teller County,Colorado,297666,142140,135486,20040
2778,Tensas Parish,Louisiana,47644,10456,10176,27012
2779,Terrebonne Parish,Louisiana,1281024,452822,451804,376398
2780,Terrell County,Georgia,106870,20622,19928,66320
2781,Terrell County,Texas,8688,3936,3878,874
2782,Terry County,Texas,139946,66448,62034,11464
2783,Teton County,Idaho,147508,74050,67480,5978
2784,Teton County,Montana,75982,35664,35852,4466
2785,Teton County,Wyoming,280610,138726,125802,16082
2786,Texas County,Missouri,300578,143206,135484,21888
2787,Texas County,Oklahoma,250506,113998,104896,31612
2788,Thayer County,Nebraska,59086,28794,28602,1690
2789,Thomas County,Georgia,549366,161076,169708,218582
2790,Thomas County,Kansas,94712,44444,45526,4742
2791,Thomas County,Nebraska,8002,3780,3858,364
2792,Throckmorton County,Texas,18006,8758,8454,794
2793,Thurston County,Nebraska,79816,15920,14672,49224
2794,Thurston County,Washington,3580274,1412360,1461460,706454
2795,Tift County,Georgia,497102,158040,164770,174292
2796,Tillamook County,Oregon,329730,154538,152116,23076
2797,Tillman County,Oklahoma,83020,33930,34114,14976
2798,Tioga County,New York,575554,276246,276576,22732
2799,Tioga County,Pennsylvania,491538,239574,237694,14270
2800,Tippah County,Mississippi,258856,102736,106376,49744
2801,Tippecanoe County,Indiana,2263198,941192,915618,406388
2802,Tipton County,Indiana,184162,88864,88800,6498
2803,Tipton County,Tennessee,737488,283898,288180,165410
2804,Tishomingo County,Mississippi,224324,104582,109050,10692
2805,Titus County,Texas,376116,156954,159664,59498
2806,Todd County,Kentucky,149170,67084,66220,15866
2807,Todd County,Minnesota,306274,152000,140614,13660
2808,Todd County,South Dakota,111088,4840,4594,101654
2809,Tom Green County,Texas,1435782,645462,651384,138936
2810,Tompkins County,New York,1256840,495830,518600,242410
2811,Tooele County,Utah,938868,444978,427244,66646
2812,Toole County,Montana,60552,30968,22588,6996
2813,Toombs County,Georgia,325072,109376,115970,99726
2814,Torrance County,New Mexico,184996,85004,80206,19786
2815,Towner County,North Dakota,25114,11924,11164,2026
2816,Towns County,Georgia,154112,70802,77618,5692
2817,Traill County,North Dakota,95682,46592,43892,5198
2818,Transylvania County,North Carolina,402882,181762,193414,27706
2819,Traverse County,Minnesota,39146,18076,17030,4040
2820,Travis County,Texas,15880456,6330736,6047030,3502690
2821,Treasure County,Montana,9080,4394,4068,618
2822,Trego County,Kansas,33380,16344,15820,1216
2823,Trempealeau County,Wisconsin,369900,179756,170984,19160
2824,Treutlen County,Georgia,76556,25476,24928,26152
2825,Trigg County,Kentucky,171258,76470,76604,18184
2826,Trimble County,Kentucky,102438,49162,49168,4108
2827,Trinity County,California,190832,84334,80228,26270
2828,Trinity County,Texas,167666,71880,74548,21238
2829,Tripp County,South Dakota,67362,27372,27008,12982
2830,Troup County,Georgia,842164,238936,250540,352688
2831,Trousdale County,Tennessee,142790,70340,51910,20540
2832,Trumbull County,Ohio,2413416,1043734,1077452,292230
2833,Tucker County,West Virginia,80068,39616,38768,1684
2834,Tulare County,California,5733170,2516416,2507284,709470
2835,Tulsa County,Oklahoma,8146456,2868324,2940830,2337302
2836,Tunica County,Mississippi,114326,11440,11072,91814
2837,Tuolumne County,California,656226,301952,289636,64638
2838,Turner County,Georgia,107396,29962,31534,45900
2839,Turner County,South Dakota,106164,51550,50678,3936
2840,Tuscaloosa County,Alabama,2831792,897500,913834,1020458
2841,Tuscarawas County,Ohio,1110380,529904,535098,45378
2842,Tuscola County,Michigan,636432,309948,301976,24508
2843,Twiggs County,Georgia,94070,26860,26506,40704
2844,Twin Falls County,Idaho,1117436,517744,524758,74934
2845,Tyler County,Texas,242018,107176,98436,36406
2846,Tyler County,West Virginia,97246,47378,47156,2712
2847,Tyrrell County,North Carolina,40710,12964,12596,15150
2848,Uinta County,Wyoming,247332,119986,115924,11422
2849,Uintah County,Utah,441790,198774,191424,51592
2850,Ulster County,New York,2189674,935762,961600,292312
2851,Umatilla County,Oregon,959558,452358,411336,95864
2852,Unicoi County,Tennessee,213384,102680,103658,7046
2853,Union County,Arkansas,457114,145366,146374,165374
2854,Union County,Florida,189294,82004,60614,46676
2855,Union County,Georgia,312294,147268,153358,11668
2856,Union County,Illinois,204678,97822,96140,10716
2857,Union County,Indiana,84020,40070,40990,2960
2858,Union County,Iowa,144208,67670,70326,6212
2859,Union County,Kentucky,159946,70594,72556,16796
2860,Union County,Mississippi,336784,134676,137674,64434
2861,Union County,New Jersey,6943620,2318626,2301550,2323444
2862,Union County,New Mexico,48300,23508,20362,4430
2863,Union County,North Carolina,2986052,1184488,1192068,609496
2864,Union County,Ohio,798824,346568,363332,88924
2865,Union County,Oregon,313826,144842,144680,24304
2866,Union County,Pennsylvania,509930,233620,224996,51314
2867,Union County,South Carolina,323332,101826,110822,110684
2868,Union County,South Dakota,204434,96704,95364,12366
2869,Union County,Tennessee,243918,118074,118682,7162
2870,Union Parish,Louisiana,250438,92352,92222,65864
2871,Upshur County,Texas,507442,220192,223578,63672
2872,Upshur County,West Virginia,284758,137182,138574,9002
2873,Upson County,Georgia,335684,111780,118054,105850
2874,Upton County,Texas,38534,17384,17268,3882
2875,Utah County,Utah,8372796,3902512,3790932,679352
2876,Uvalde County,Texas,297944,138896,143128,15920
2877,Val Verde County,Texas,572586,277916,261132,33538
2878,Valencia County,New Mexico,937252,408812,406880,121560
2879,Valley County,Idaho,147370,73294,67832,6244
2880,Valley County,Montana,90352,40002,38568,11782
2881,Valley County,Nebraska,48612,23778,23632,1202
2882,Van Buren County,Arkansas,191562,91654,91282,8626
2883,Van Buren County,Iowa,86818,43280,41468,2070
2884,Van Buren County,Michigan,909100,414508,416130,78462
2885,Van Buren County,Tennessee,76712,37406,36722,2584
2886,Van Wert County,Ohio,346124,165654,167754,12716
2887,Van Zandt County,Texas,745562,341998,353964,49600
2888,Vance County,North Carolina,508388,110572,116470,281346
2889,Vanderburgh County,Indiana,2161440,889744,936602,335094
2890,Venango County,Pennsylvania,598910,287768,291154,19988
2891,Ventura County,California,10063420,4186782,4201708,1674930
2892,Vermilion County,Illinois,872268,354670,358280,159318
2893,Vermilion Parish,Louisiana,685234,270736,284768,129730
2894,Vermillion County,Indiana,185078,90102,89442,5534
2895,Vernon County,Missouri,236296,110538,114790,10968
2896,Vernon County,Wisconsin,371940,183474,179050,9416
2897,Vernon Parish,Louisiana,568658,230412,213288,124958
2898,Victoria County,Texas,1096774,480286,497406,119082
2899,Vigo County,Indiana,1273414,555442,560672,157300
2900,Vilas County,Wisconsin,282548,127584,119458,35506
2901,Vinton County,Ohio,151914,74046,73102,4766
2902,Virginia Beach city,Virginia,5482378,1814176,1835014,1833188
2903,Volusia County,Florida,6903304,2811862,2913820,1177622
2904,Wabash County,Illinois,133910,63772,64098,6040
2905,Wabash County,Indiana,370388,174386,182456,13546
2906,Wabasha County,Minnesota,258398,125628,124500,8270
2907,Wabaunsee County,Kansas,83844,40712,38778,4354
2908,Wadena County,Minnesota,170686,81422,81224,8040
2909,Wagoner County,Oklahoma,1028084,388202,389780,250102
2910,Wahkiakum County,Washington,55432,25818,24646,4968
2911,Wake County,North Carolina,14045234,4650950,4720164,4674120
2912,Wakulla County,Florida,421404,179370,167356,74678
2913,Waldo County,Maine,481122,229370,235052,16700
2914,Walker County,Alabama,779102,346028,360786,72288
2915,Walker County,Georgia,822934,373332,384402,65200
2916,Walker County,Texas,954908,401518,299268,254122
2917,Walla Walla County,Washington,746780,342960,336742,67078
2918,Wallace County,Kansas,18002,8590,8600,812
2919,Waller County,Texas,729020,254522,250532,223966
2920,Wallowa County,Oregon,90302,42002,43938,4362
2921,Walsh County,North Dakota,125076,61044,56556,7476
2922,Walthall County,Mississippi,166164,44214,45854,76096
2923,Walton County,Florida,980096,439702,438100,102294
2924,Walton County,Georgia,1226404,451052,463110,312242
2925,Walworth County,South Dakota,63346,25942,24752,12652
2926,Walworth County,Wisconsin,1267000,609078,602872,55050
2927,Wapello County,Iowa,424488,188032,187230,49226
2928,Ward County,North Dakota,829572,374924,347774,106874
2929,Ward County,Texas,134724,61324,59270,14130
2930,Ware County,Georgia,432250,139220,143986,149044
2931,Warren County,Georgia,62132,12168,12734,37230
2932,Warren County,Illinois,198156,89878,92048,16230
2933,Warren County,Indiana,101510,49706,48966,2838
2934,Warren County,Iowa,648882,308812,314328,25742
2935,Warren County,Kentucky,1678306,666990,688678,322638
2936,Warren County,Mississippi,519642,123942,126336,269364
2937,Warren County,Missouri,442844,209746,208194,24904
2938,Warren County,New Jersey,1327758,573186,585276,169296
2939,Warren County,New York,786638,370104,378942,37592
2940,Warren County,North Carolina,225224,47172,45964,132088
2941,Warren County,Ohio,2984776,1290248,1288292,406236
2942,Warren County,Pennsylvania,456388,223856,220512,12020
2943,Warren County,Tennessee,503558,231980,233410,38168
2944,Warren County,Virginia,496754,223720,219658,53376
2945,Warrick County,Indiana,780384,357392,367790,55202
2946,Wasatch County,Utah,435998,212454,201882,21662
2947,Wasco County,Oregon,318856,144456,144654,29746
2948,Waseca County,Minnesota,226758,105560,108268,12930
2949,Washakie County,Wyoming,92402,45102,42170,5130
2950,Washburn County,Wisconsin,201800,96820,95972,9008
2951,Washington County,Alabama,182206,60352,60678,61176
2952,Washington County,Arkansas,3059370,1304850,1308834,445686
2953,Washington County,Colorado,57942,29026,26220,2696
2954,Washington County,Florida,305910,127852,119630,58428
2955,Washington County,Georgia,238486,54538,49492,134456
2956,Washington County,Idaho,132418,61596,62636,8186
2957,Washington County,Illinois,163808,79844,78838,5126
2958,Washington County,Indiana,338446,165238,164710,8498
2959,Washington County,Iowa,270716,129780,130206,10730
2960,Washington County,Kansas,66384,32966,31134,2284
2961,Washington County,Kentucky,145450,65798,67664,11988
2962,Washington County,Maine,375528,168614,173584,33330
2963,Washington County,Maryland,1866504,743744,758094,364666
2964,Washington County,Minnesota,3297498,1361700,1381518,554280
2965,Washington County,Mississippi,517508,64168,65242,388098
2966,Washington County,Missouri,281732,136162,130740,14830
2967,Washington County,Nebraska,252776,123062,121070,8644
2968,Washington County,New York,727828,347716,340858,39254
2969,Washington County,North Carolina,130130,29454,32206,68470
2970,Washington County,Ohio,709324,334716,343536,31072
2971,Washington County,Oklahoma,638144,238586,249964,149594
2972,Washington County,Oregon,7240210,2814052,2825798,1600360
2973,Washington County,Pennsylvania,2519112,1155846,1185534,177732
2974,Washington County,Rhode Island,1563114,705848,749484,107782
2975,Washington County,Tennessee,1628624,726688,755272,146664
2976,Washington County,Texas,438064,170440,177322,90302
2977,Washington County,Utah,2324892,1073180,1083534,168178
2978,Washington County,Vermont,719786,342080,345466,32240
2979,Washington County,Virginia,647136,309424,314812,22900
2980,Washington County,Wisconsin,1652314,784214,779556,88544
2981,Washington Parish,Louisiana,542112,180234,181564,180314
2982,Washita County,Oklahoma,129990,58170,58566,13254
2983,Washoe County,Nevada,5944986,2531516,2430204,983266
2984,Washtenaw County,Michigan,4442736,1630174,1640408,1172154
2985,Watauga County,North Carolina,659392,309412,311262,38718
2986,Watonwan County,Minnesota,134562,63710,62602,8250
2987,Waukesha County,Wisconsin,4931584,2240240,2278472,412872
2988,Waupaca County,Wisconsin,619320,305074,293686,20560
2989,Waushara County,Wisconsin,297730,147732,134844,15154
2990,Wayne County,Georgia,369770,140566,139024,90180
2991,Wayne County,Illinois,192136,92804,93518,5814
2992,Wayne County,Indiana,797062,347040,369166,80856
2993,Wayne County,Iowa,78304,38264,37792,2248
2994,Wayne County,Kentucky,235132,111706,112706,10720
2995,Wayne County,Michigan,21310384,5806176,5838142,9666066
2996,Wayne County,Mississippi,236728,68046,68888,99794
2997,Wayne County,Missouri,130570,62358,62324,5888
2998,Wayne County,Nebraska,117850,56074,55162,6614
2999,Wayne County,New York,1091876,508068,509096,74712
3000,Wayne County,North Carolina,1421174,447984,435142,538048
3001,Wayne County,Ohio,1399628,663450,667336,68842
3002,Wayne County,Pennsylvania,614920,301226,277504,36190
3003,Wayne County,Tennessee,194140,94340,82440,17360
3004,Wayne County,Utah,30818,14790,14458,1570
3005,Wayne County,West Virginia,459602,219238,228468,11896
3006,Waynesboro city,Virginia,272798,105618,113486,53694
3007,Weakley County,Tennessee,395960,170846,176538,48576
3008,Webb County,Texas,3227168,1557256,1587612,82300
3009,Weber County,Utah,3220918,1496560,1458798,265560
3010,Webster County,Georgia,28196,7260,7914,13022
3011,Webster County,Iowa,442852,205638,194956,42258
3012,Webster County,Kentucky,154456,71146,71348,11962
3013,Webster County,Mississippi,119568,46400,48964,24204
3014,Webster County,Missouri,483166,234402,226990,21774
3015,Webster County,Nebraska,40396,19646,19072,1678
3016,Webster County,West Virginia,98188,47872,48282,2034
3017,Webster Parish,Louisiana,432134,135132,138334,158668
3018,Weld County,Colorado,4161932,1932040,1882926,346966
3019,Wells County,Indiana,340542,163782,165054,11706
3020,Wells County,North Dakota,46860,23016,22558,1286
3021,West Baton Rouge Parish,Louisiana,334146,94852,93764,145530
3022,West Carroll Parish,Louisiana,114142,46360,47556,20226
3023,West Feliciana Parish,Louisiana,183888,55872,42686,85330
3024,Westchester County,New York,12005702,4288730,4404626,3312346
3025,Western Connecticut Planning Region,Connecticut,7512482,2915106,2967560,1629816
3026,Westmoreland County,Pennsylvania,4234298,1962206,2024406,247686
3027,Westmoreland County,Virginia,225202,77306,78972,68924
3028,Weston County,Wyoming,81936,41766,34384,5786
3029,Wetzel County,West Virginia,169692,82090,83536,4066
3030,Wexford County,Michigan,408100,195550,194514,18036
3031,Wharton County,Texas,501116,207608,210240,83268
3032,Whatcom County,Washington,2758722,1171436,1190798,396488
3033,Wheatland County,Montana,24692,11684,11382,1626
3034,Wheeler County,Georgia,88310,30956,21876,35478
3035,Wheeler County,Nebraska,9422,4760,4384,278
3036,Wheeler County,Oregon,17370,7850,8154,1366
3037,Wheeler County,Texas,58596,27300,26600,4696
3038,White County,Arkansas,932032,416728,435030,80274
3039,White County,Georgia,344112,159438,166254,18420
3040,White County,Illinois,163940,78186,81064,4690
3041,White County,Indiana,296564,142466,141696,12402
3042,White County,Tennessee,336306,157370,162980,15956
3043,White Pine County,Nevada,105508,50468,39984,15056
3044,Whiteside County,Illinois,660870,312080,315534,33256
3045,Whitfield County,Georgia,1241730,558152,561892,121686
3046,Whitley County,Indiana,414560,201938,199434,13188
3047,Whitley County,Kentucky,442616,211598,216642,14376
3048,Whitman County,Washington,565988,239594,232906,93488
3049,Wibaux County,Montana,11096,5316,5210,570
3050,Wichita County,Kansas,25212,13016,10938,1258
3051,Wichita County,Texas,1558682,653276,619094,286312
3052,Wicomico County,Maryland,1256332,388130,426302,441900
3053,Wilbarger County,Texas,151940,62336,64162,25442
3054,Wilcox County,Alabama,122908,17174,17414,88320
3055,Wilcox County,Georgia,105516,36386,29256,39874
3056,Wilkes County,Georgia,114612,31782,32094,50736
3057,Wilkes County,North Carolina,791288,359832,370710,60746
3058,Wilkin County,Minnesota,76724,38278,34360,4086
3059,Wilkinson County,Georgia,105234,30932,31690,42612
3060,Wilkinson County,Mississippi,98790,15604,12844,70342
3061,Will County,Illinois,8409330,3290830,3268398,1850102
3062,Willacy County,Texas,241712,123732,105580,12400
3063,Williams County,North Dakota,477450,216108,188976,72366
3064,Williams County,Ohio,441406,211402,213366,16638
3065,Williamsburg County,South Carolina,364872,63120,60526,241226
3066,Williamsburg city,Virginia,188814,65842,73872,49100
3067,Williamson County,Illinois,803072,363628,367030,72414
3068,Williamson County,Tennessee,3099064,1342168,1377786,379110
3069,Williamson County,Texas,7944998,3054240,3100892,1789866
3070,Wilson County,Kansas,102312,48416,48132,5764
3071,Wilson County,North Carolina,951436,258390,271034,422012
3072,Wilson County,Tennessee,1883526,806616,826648,250262
3073,Wilson County,Texas,627306,298352,292398,36556
3074,Winchester city,Virginia,335358,132478,137772,65108
3075,Windham County,Vermont,551090,257998,262546,30546
3076,Windsor County,Vermont,695368,327028,338108,30232
3077,Winkler County,Texas,90122,43292,39206,7624
3078,Winn Parish,Louisiana,162172,57476,51098,53598
3079,Winnebago County,Illinois,3403664,1316700,1359072,727892
3080,Winnebago County,Iowa,127172,60322,60568,6282
3081,Winnebago County,Wisconsin,2061130,942230,928708,190192
3082,Winneshiek County,Iowa,238860,116308,114948,7604
3083,Winona County,Minnesota,597174,277184,279540,40450
3084,Winston County,Alabama,283900,134692,136856,12352
3085,Winston County,Mississippi,210780,53566,53188,104026
3086,Wirt County,West Virginia,60926,30232,28938,1756
3087,Wise County,Texas,887284,418126,414668,54490
3088,Wise County,Virginia,426720,197514,195500,33706
3089,Wolfe County,Kentucky,77550,37336,38488,1726
3090,Wood County,Ohio,1585146,725314,741292,118540
3091,Wood County,Texas,559304,256900,257474,44930
3092,Wood County,West Virginia,1002654,471230,490040,41384
3093,Wood County,Wisconsin,888452,417114,421820,49518
3094,Woodbury County,Iowa,1274408,538326,538290,197792
3095,Woodford County,Illinois,460030,223474,221336,15220
3096,Woodford County,Kentucky,326542,145308,154710,26524
3097,Woodruff County,Arkansas,72796,25412,26352,21032
3098,Woods County,Oklahoma,103212,47936,43254,12022
3099,Woodson County,Kansas,37336,17840,17548,1948
3100,Woodward County,Oklahoma,242542,113652,105378,23512
3101,Worcester County,Maryland,641926,261322,272236,108368
3102,Worcester County,Massachusetts,10402088,4350012,4428138,1623938
3103,Worth County,Georgia,246060,82694,85676,77690
3104,Worth County,Iowa,88376,43548,41702,3126
3105,Worth County,Missouri,23264,11260,11360,644
3107,Wright County,Iowa,153810,74386,71966,7458
3108,Wright County,Minnesota,1765364,837104,806066,122194
3109,Wright County,Missouri,226024,108158,108714,9152
3110,Wyandot County,Ohio,259772,124920,127526,7326
3111,Wyandotte County,Kansas,2014994,696480,668624,649890
3112,Wyoming County,New York,478616,229658,215210,33748
3113,Wyoming County,Pennsylvania,311832,151882,149756,10194
3114,Wyoming County,West Virginia,249060,121322,121902,5836
3115,Wythe County,Virginia,338458,157516,162768,18174
3116,Yadkin County,North Carolina,450156,208800,210620,30736
3117,Yakima County,Washington,3084986,1336802,1329984,418200
3119,Yalobusha County,Mississippi,149148,42912,45244,60992
3120,Yamhill County,Oregon,1302772,593316,590708,118748
3121,Yancey County,North Carolina,224918,106490,109942,8486
3122,Yankton County,South Dakota,280762,132594,126456,21712
3123,Yates County,New York,294790,140226,144410,10154
3124,Yavapai County,Arizona,2927218,1337410,1379798,210010
3125,Yazoo County,Mississippi,301840,67008,50648,184184
3126,Yell County,Arkansas,241860,113166,111618,17076
3127,Yellow Medicine County,Minnesota,113546,53362,51564,8620
3128,Yellowstone County,Montana,2019014,899652,916132,203230
3129,Yoakum County,Texas,91094,43878,41494,5722
3130,Yolo County,California,2641376,938446,975996,726934
3131,York County,Maine,2591244,1208690,1249832,132722
3132,York County,Nebraska,171114,81246,80866,9002
3133,York County,Pennsylvania,5542138,2410114,2439476,692548
3134,York County,South Carolina,3500556,1269112,1313014,918430
3135,York County,Virginia,850160,317930,311848,220382
3136,Young County,Texas,216022,101870,101752,12400
3137,Yuba County,California,1008220,391584,377198,239438
3139,Yuma County,Arizona,2527426,1176726,1117894,232806
3140,Yuma County,Colorado,119750,58224,56610,4916
3141,Zapata County,Texas,166184,81614,80990,3580
3142,Zavala County,Texas,113458,54344,53978,5136
3143,Ziebach County,South Dakota,28598,4034,3760,20804
